rank,employer,proxy_score,selection_bucket,corporate_subtype,public_subtype,city_location,website,sources,source_count,it_relevance_score,scale_institutional_proxy,data_confidence_score,penalty,employer_group_key,selection_reason,caveats,review_status
204,Schindler Aufzüge AG,75.8,Corporate / institutional IT,General corporate,,Ebikon,https://www.schindler.com,Swissmem,1,73,79,78,0,schindler,High-tech directories: Swissmem; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
205,Sonova AG,75.6,Corporate / institutional IT,General corporate,,Canton of Zurich,https://www.sonova.com/,Swiss Medtech,1,75,75,78,0,sonova,High-tech directories: Swiss Medtech; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
206,Elektro-Material AG,75.2,Technology / software / digital,,,Bern; Heiden; Luzern; Münchenstein; Sion; Zürich,https://www.swissmadesoftware.org/en/companies/elektro-material-ag/home.html,Swiss Made Software; swisscleantech; Swissolar,3,91.6,32,99,0,,"IT/digital directories: Swiss Made Software; High-tech directories: Swissolar, swisscleantech; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
207,Meteotest AG,75.2,Technology / software / digital,,,Bern,https://www.swissmadesoftware.org/en/companies/meteotest/home.html,Swiss Made Software; swisscleantech; Swissolar,3,91.6,32,99,0,,"IT/digital directories: Swiss Made Software; High-tech directories: Swissolar, swisscleantech; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
208,Eidgenössische Technische Hochschule Zürich ETH,75,Corporate / institutional IT,Public / education / healthcare,Major higher education,,,swissuniversities,1,74,100,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
209,Universitäre Theologische Hochschule Basel STH Basel (university institute),75,Corporate / institutional IT,Public / education / healthcare,Major higher education,,,swissuniversities,1,74,100,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
210,Universität Basel,75,Corporate / institutional IT,Public / education / healthcare,Major higher education,,,swissuniversities,1,74,100,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
211,Universität Bern UniBE,75,Corporate / institutional IT,Public / education / healthcare,Major higher education,,,swissuniversities,1,74,100,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
212,Universität Luzern Unilu,75,Corporate / institutional IT,Public / education / healthcare,Major higher education,,,swissuniversities,1,74,100,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
213,Universität St. Gallen HSG,75,Corporate / institutional IT,Public / education / healthcare,Major higher education,,,swissuniversities,1,74,100,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
214,Universität Zürich UZH,75,Corporate / institutional IT,Public / education / healthcare,Major higher education,,,swissuniversities,1,74,100,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
215,Université de Fribourg Unifr,75,Corporate / institutional IT,Public / education / healthcare,Major higher education,,,swissuniversities,1,74,100,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
216,Université de Genève UNIGE,75,Corporate / institutional IT,Public / education / healthcare,Major higher education,,,swissuniversities,1,74,100,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
217,Université de Lausanne UNIL,75,Corporate / institutional IT,Public / education / healthcare,Major higher education,,,swissuniversities,1,74,100,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
218,Université de Neuchâtel UniNE,75,Corporate / institutional IT,Public / education / healthcare,Major higher education,,,swissuniversities,1,74,100,40,0,,Institutional signal: swissuniversities; Public/institutional IT-employer signal,Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
219,Berner Kantonalbank AG,74.7,Corporate / institutional IT,Finance / insurance,,Bern,https://www.bekb.ch/,FINMA; swisscleantech,2,68.6,74,91,0,cantonal-bank:berner kantonalbank,Institutional signal: FINMA; High-tech directories: swisscleantech; Recognisable large-employer signal; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
220,CSL Behring Lengnau AG,74.6,Corporate / institutional IT,Pharma / life sciences,,Biotech Innovation Park 2543 Lengnau BE,https://www.cslbehring.ch,scienceindustries,1,67,85,78,0,csl behring,High-tech directories: scienceindustries; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
221,Lonza AG,74.6,Corporate / institutional IT,Pharma / life sciences,,Münchensteinerstrasse 38 4002 Basel; Rottenstrasse 6 3930 Visp,https://www.lonza.com,scienceindustries,1,67,85,78,0,lonza,High-tech directories: scienceindustries; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
222,Nestlé S.A.,74.6,Corporate / institutional IT,Pharma / life sciences,,Avenue Nestlé 55 1800 Vevey,https://www.nestle.com/,scienceindustries,1,67,85,78,0,nestle,High-tech directories: scienceindustries; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
223,AFRY Schweiz AG,74.4,Technology / software / digital,,,Zürich,http://www.afry.com,asut; swisscleantech; Swissrail,3,81,47,99,0,,"IT/digital directories: asut; High-tech directories: Swissrail, swisscleantech; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
224,Digital Realty Switzerland GmbH,74.2,Technology / software / digital,,,Glattbrugg,https://ch.digitalrealty.com/,asut; swissICT,2,88.8,42,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
225,Equans Switzerland AG,74.2,Technology / software / digital,,,Zürich,https://www.equans.ch/home,asut; swissICT,2,88.8,42,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
226,nLighten Switzerland GmbH,74.2,Technology / software / digital,,,Zürich,http://www.nlighten.eu,asut; swissICT,2,88.8,42,86,0,,"IT/digital directories: asut, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
227,Allgeier (Schweiz) AG,73.8,Technology / software / digital,,,Thalwil,https://www.swissmadesoftware.org/en/companies/allgeier-schweiz-ag/home.html,Swiss Made Software; swissICT,2,90.4,38,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
228,Ammann Schweiz AG,73.8,Technology / software / digital,,,Langenthal,https://www.ammann.com,swissICT; Swissmem,2,86.8,44,86,0,,IT/digital directories: swissICT; High-tech directories: Swissmem; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
229,BISON Schweiz AG,73.8,Technology / software / digital,,,Sursee,https://www.swissmadesoftware.org/en/companies/bison-schweiz-ag/home.html,Swiss Made Software; swissICT,2,90.4,38,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
230,cencerus (Schweiz) AG,73.8,Technology / software / digital,,,Schattdorf,https://www.swissmadesoftware.org/en/companies/cencerus--schweiz--ag/home.html,Swiss Made Software; swissICT,2,90.4,38,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
231,cross-ING Group AG,73.8,Technology / software / digital,,,Wängi,https://www.cross-ing.ch,swissICT; Swissmem,2,86.8,44,86,0,,IT/digital directories: swissICT; High-tech directories: Swissmem; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
232,Fabasoft Schweiz AG,73.8,Technology / software / digital,,,Bern,https://www.swissmadesoftware.org/en/companies/Fabasoft-Schweiz-AG/home.html,Swiss Made Software; swissICT,2,90.4,38,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
